symbol,timestamp,open,high,low,close,volume,trade_count,vwap
TSLA,2023-09-07 04:00:00+00:00,245.07,252.81,243.265,251.49,115336750.0,1182303.0,248.238975
TSLA,2023-09-08 04:00:00+00:00,251.22,256.52,246.67,248.5,118559636.0,1195154.0,251.377492
TSLA,2023-09-11 04:00:00+00:00,264.27,274.85,260.61,273.58,174749854.0,2044075.0,268.73679
TSLA,2023-09-12 04:00:00+00:00,270.76,278.39,266.6,267.48,136025998.0,1442298.0,271.598237
TSLA,2023-09-13 04:00:00+00:00,270.07,274.98,268.1,271.3,111716974.0,1171603.0,271.579114
TSLA,2023-09-14 04:00:00+00:00,271.32,276.7094,270.42,276.04,107771198.0,1158823.0,274.497191
TSLA,2023-09-15 04:00:00+00:00,277.55,278.98,271.0,274.39,133692313.0,1265828.0,274.325352
TSLA,2023-09-18 04:00:00+00:00,271.16,271.44,263.7601,265.28,101568477.0,1255543.0,266.830184
TSLA,2023-09-19 04:00:00+00:00,264.35,267.85,261.2,266.5,103715350.0,1070185.0,264.952614
TSLA,2023-09-20 04:00:00+00:00,267.04,273.93,262.4606,262.59,122540120.0,1271360.0,268.262767
TSLA,2023-09-21 04:00:00+00:00,257.85,260.86,254.21,255.7,120037067.0,1303664.0,257.491178
TSLA,2023-09-22 04:00:00+00:00,257.4,257.7888,244.48,244.88,127524085.0,1375479.0,251.417679
TSLA,2023-09-25 04:00:00+00:00,243.38,247.1,238.31,246.99,104668716.0,1196613.0,244.197325
TSLA,2023-09-26 04:00:00+00:00,242.98,249.55,241.6601,244.12,102033779.0,1118004.0,245.559325
TSLA,2023-09-27 04:00:00+00:00,244.262,245.33,234.58,240.5,136616287.0,1393690.0,240.479286
TSLA,2023-09-28 04:00:00+00:00,240.02,247.55,238.65,246.38,117096968.0,1190994.0,243.99998
TSLA,2023-09-29 04:00:00+00:00,250.0,254.77,246.35,250.22,128526716.0,1255461.0,251.035387
TSLA,2023-10-02 04:00:00+00:00,244.81,254.2799,242.62,251.6,123843037.0,1312966.0,249.402202
TSLA,2023-10-03 04:00:00+00:00,248.61,250.02,244.45,246.53,102002965.0,1065647.0,247.365586
TSLA,2023-10-04 04:00:00+00:00,248.14,261.86,247.6,261.16,129770722.0,1388771.0,255.803969
TSLA,2023-10-05 04:00:00+00:00,260.0,263.6,256.25,260.05,119185414.0,1197909.0,259.669316
TSLA,2023-10-06 04:00:00+00:00,253.98,261.65,250.65,260.53,118121814.0,1279581.0,256.323399
TSLA,2023-10-09 04:00:00+00:00,255.31,261.36,252.05,259.67,101409033.0,1145157.0,256.316596
TSLA,2023-10-10 04:00:00+00:00,257.75,268.94,257.65,263.62,122684320.0,1241762.0,264.945328
TSLA,2023-10-11 04:00:00+00:00,266.2,268.6,260.9,262.99,103706268.0,1077422.0,264.06888
